Label,Frequency
cellular neural network,1
noise reductions,1
noise reduction,1
look-up tables,1
look-up table,1
look up table,1
hardware,1
fpga,1
logic gates,1
adders,1
multiplying circuits,1
frequency multiplying circuits,1
multiplier,1
residue number system,1
residue number system (rns),1
full adders,1
full adder,1
automatic test pattern generation,1
automatic test pattern generation (atpg),1
low-power design,1
low power design,1
application specific integrated circuits,1
electric power supplies to apparatus,1
system-on-chip (soc),1
system on chips,1
system-on-chip,1
system-on-a-chip,1
system-on-a-chip (soc),1
reduced instruction set computing,1
superscalar processor,1
superscalar processors,1
reconfigurable systems,1
partial reconfiguration,1
ip core,1
programmable logic controllers,1
plc,1
programmed control systems,1
programmable network,1
programmable networks,1
reconfigurable hardware,1
run time reconfiguration,1
reconfigurability,1
reconfigurable antenna,1
reconfigurable antennas,1
reconfigurable hardwares,1
reconfigurable computing,1
re-configurable,1
reconfigurable architectures,1
reconfigurable architecture,1
vlsi,1
high level synthesis,1
high-level synthesis,1
computer hardware description languages,1
logic design,1
logic devices,1
shift registers,1
lfsr,1
linear feedback shift registers,1
linear feedback shift register,1
linear complexity,1
m sequence,1
m-sequence,1
table lookup,1
dsp,1
static random access storage,1
sense amplifier,1
embedded processors,1
embedded processor,1
fpga implementations,1
fpga implementation,1
hardware implementations,1
hardware implementation,1
co-processors,1
coprocessor,1
hardware acceleration,1
hardware accelerators,1
hardware accelerator,1
double precision,1
systolic arrays,1
systolic array,1
dynamic re-configuration,1
dynamic reconfiguration,1
design flows,1
design flow,1
integrated circuit layout,1
integrated circuit testing,1
electronics packaging,1
through silicon vias,1
through-silicon-via,1
gates (transistor),1
digital integrated circuits,1
digital-to-analog converters,1
sar adc,1
timing circuits,1
clock distribution,1
electric clocks,1
clock skews,1
clock tree,1
clock skew,1
cryptographic algorithms,1
random number generation,1
random numbers,1
random number,1
pseudo random number generators,1
random number generators,1
random number generator,1
radix 2,1
radix-4,1
galois fields,1
galois field,1
field programmable gate arrays,1
field-programmable gate arrays,1
field-programmable gate array (fpga),1
field programmable gate array (fpga),1
field programmable gate arrays (fpga),1
field programmable gate array,1
lsi circuits,1
pipeline processing systems,1
instruction level parallelism,1
thread level parallelism,1
thread-level parallelism,1
instruction-level parallelism,1
pipelining,1
pipe linings,1
power managements,1
telecommunication lines,1
electric power,1
power management,1
delta sigma modulation,1
noise-shaping,1
noise shaping,1
vlsi circuits,1
multi-cores,1
memory access,1
many-core,1
manycore,1
multi-core processors,1
multi-core systems,1
cell broadband engine,1
multithreaded,1
multi-threaded,1
multicore processor,1
multi-core processor,1
multicore processors,1
dynamic random access storage,1
compiler optimizations,1
compiler optimization,1
cache coherence,1
cache miss,1
multi-threading,1
simultaneous multi-threading,1
simultaneous multithreading,1
multithreading,1
data parallel,1
data parallelism,1
multi core,1
multicore,1
multi-core,1
fixed point arithmetic,1
fixed-point arithmetic,1
embedded linux,1
computer operating systems,1
virtual storage,1
system calls,1
system call,1
operating systems,1
linux,1
linux kernel,1
operating system,1
multiprogramming,1
multiprocessing programs,1
xen,1
virtual machine monitors,1
virtual machine monitor,1
computer workstations,1
virtual machines,1
cloud providers,1
amazon ec2,1
cloud systems,1
physical resources,1
infrastructure as a service (iaas),1
private clouds,1
private cloud,1
virtual machine,1
virtualizations,1
virtualization,1
wireless telecommunication systems,1
mobile computing,1
cellular telephone systems,1
bluetooth,1
piconets,1
piconet,1
personal communication systems,1
domestic appliances,1
home automation,1
global system for mobile communications,1
mobile users,1
pervasive computing,1
pervasive environments,1
pervasive systems,1
mobile devices,1
hand held computers,1
hand held device,1
handheld devices,1
mobile technology,1
mobile technologies,1
location based service,1
location-based service,1
location based services,1
location-based services,1
mobile phones,1
cellular phones,1
cellular phone,1
telephone,1
mobile phone,1
ubiquitous computing,1
intelligent buildings,1
building automation,1
smart homes,1
smart home,1
ubiquitous environments,1
ubiquitous environment,1
context awareness,1
context-aware systems,1
context-aware computing,1
context aware computing,1
context-awareness,1
context- awareness,1
user experience,1
mobile augmented reality,1
augmented reality applications,1
mobile device,1
ofdma,1
ofdma systems,1
sub-carrier allocation,1
subcarrier allocation,1
cache replacement,1
communication channels (information theory),1
mobile telecommunication systems,1
telecommunication links,1
telecommunication control,1
routers,1
routing protocols,1
network routing,1
routing protocol,1
ipv6,1
differentiated services,1
differentiated service,1
active queue management,1
random early detections,1
random early detection,1
active queue management (aqm),1
packet switching,1
switching networks,1
high speed networks,1
high-speed networks,1
broadband networks,1
uwb,1
modems,1
pulse position modulation,1
automatic teller machines,1
return loss,1
micro-strip patch antennas,1
microstrip patch antenna,1
rake receiver,1
rake receivers,1
radiation patterns,1
radiation pattern,1
time division multiplexing,1
packet scheduling,1
gateways (computer networks),1
internet telephony,1
voice over ip,1
voice over ip (voip),1
voip,1
voice over internet protocol,1
gateway,1
priority queues,1
priority queue,1
wavelength division multiplexing,1
multiplexing equipment,1
wavelength,1
light polarization,1
light propagation,1
wavelength division multiplexing (wdm),1
diffserv,1
ip networks,1
ip network,1
internet service providers,1
internet service providers (isp),1
tcp,1
tcp flows,1
ip traceback,1
router,1
wimax,1
lte,1
lte-advanced,1
satellite communication systems,1
communication satellites,1
"telecommunication links, satellite",1
"multiplexing, time division",1
satellite communications,1
guided electromagnetic wave propagation,1
lamb wave,1
lamb waves,1
satellite communication,1
radio links,1
mobile communications,1
mobile communication,1
base stations,1
base station,1
long term evolution,1
long term evolution (lte),1
telecommunication services,1
asynchronous transfer mode,1
buffer storage,1
buffer overflows,1
buffer overflow,1
replacement policy,1
frequency allocation,1
frequency division multiplexing,1
mimo-ofdm systems,1
mimo-ofdm,1
ofdm signal,1
ofdm symbols,1
orthogonal functions,1
orthogonal polynomial,1
orthogonal polynomials,1
sub-carriers,1
orthogonality,1
ofdm systems,1
pilot symbols,1
data symbols,1
frequency estimation,1
training sequences,1
training sequence,1
channel estimator,1
channel estimate,1
ber performance,1
ofdm,1
ber,1
mimo,1
multiple input multiple output,1
mc-cdma,1
semiconductor counters,1
gain control,1
multicarrier modulation,1
carrier communication,1
received signals,1
multipath fading,1
intercell interference,1
inter-cell interference,1
frequency-selective,1
frequency-selective fading channels,1
frequency selective fading,1
frequency-selective fading,1
qos,1
qos parameters,1
qos requirements,1
jitter,1
qoe,1
quality of experiences,1
quality of experience (qoe),1
quality of experience,1
internet protocol,1
transmission control protocol,1
transport protocols,1
transport protocol,1
denial of service,1
denial of service (dos),1
denial of service attacks,1
denial of service attack,1
distributed denial of service attack,1
traceback,1
distributed denial of service,1
transmission control protocol (tcp),1
multimedia services,1
multimedia contents,1
multimedia content,1
ip addresss,1
ip address,1
network architecture,1
fiber optic networks,1
ethernet,1
light transmission,1
optical transmissions,1
optical transmission,1
optical fibre,1
quality of service,1
admission control,1
service level agreement (sla),1
service level agreements,1
service level agreement,1
extensive simulations,1
grid resource,1
stochastic petri nets,1
stochastic petri net,1
quality of service (qos),1
voice/data communication systems,1
isdn,1
saas,1
iaas,1
multi tenants,1
internet protocols,1
channel estimation,1
mim devices,1
metal insulator boundaries,1
multiuser detection (mud),1
interference cancellation,1
multiuser detection,1
multi-user detection,1
decision feedback equalizers,1
decision feedback equalizer,1
cellular radio systems,1
broadcasting,1
cellular network,1
cellular networks,1
